ProdId,SaledQte,PurchasedQte,diff
2193,1.3297783763171098,1.0,-0.3297783763171098
2196,1.034482,1.454545,0.4200630000000001
2197,1.0,1.666666,0.666666
2198,1.0,1.066666,0.06666599999999989
2200,1.2,1.181818,-0.01818199999999992
2216,1.087811,8.40594,7.318128999999999
2219,1.220588,2.263157,1.042569
2221,1.053571,3.210526,2.156955
2224,1.009828,3.26923,2.2594019999999997
2227,1.0,2.410958,1.410958
2235,1.69265,11.298507,9.605857
2236,1.0,1.0,0.0
2244,1.012345,1.180555,0.16820999999999997
2245,1.047337,2.325,1.2776630000000002
2246,1.0,1.1875,0.1875
2248,1.0,1.0,0.0
2250,1.0,5.6396091433497535,4.6396091433497535
2252,1.048543,1.836065,0.787522
2256,1.0,1.541666,0.541666
2271,1.024456,9.663865,8.639408999999999
2282,1.090909,10.0,8.909091
2284,1.0,1.285714,0.285714
2285,1.0,1.2,0.19999999999999996
2286,1.0,1.0,0.0
2290,1.0,2.353658,1.3536579999999998
2292,1.301986,17.118644,15.816658
2296,1.528846,15.714285,14.185439
2299,1.0,1.357142,0.35714200000000007
2300,1.0,1.105263,0.1052630000000001
2303,1.027586,2.941747,1.9141609999999998
2304,1.203809,7.367816,6.164007000000001
2313,1.043478,2.573529,1.5300510000000003
2317,1.416666,2.133333,0.7166669999999999
2321,1.155963,2.0,0.8440369999999999
2322,1.137037,3.461538,2.3245009999999997
2363,1.3297783763171098,1.0,-0.3297783763171098
2366,1.025423,4.675,3.649577
2370,1.106508,5.528846,4.422338
2371,1.039383,5.585585,4.546202
2373,1.20853,5.333333,4.124803
2375,1.0,1.5,0.5
2389,1.021739,1.472222,0.45048299999999997
2390,1.49315,5.151515,3.658365
2391,1.707142,3.464788,1.757646
2414,1.3297783763171098,1.0,-0.3297783763171098
2428,1.0,1.608695,0.608695
2429,1.158319,8.674418,7.516098999999999
2430,1.163194,8.216867,7.053673000000001
2431,1.013157,2.625,1.611843
2432,1.0,2.0,1.0
2433,1.156462,3.122807,1.9663449999999998
2434,1.0,1.444444,0.44444400000000006
2435,1.438596,3.25,1.811404
2437,1.103139,1.673333,0.5701939999999999
2440,1.0,1.0,0.0
2443,1.0,1.25,0.25
2476,1.117346,4.6,3.4826539999999997
2483,3.051094,14.0,10.948906000000001
2484,1.066666,3.080357,2.0136909999999997
2485,1.005847,2.130952,1.1251050000000002
2486,1.0375,4.677777,3.6402769999999998
2512,1.0,2.0,1.0
2516,1.093023,2.8125,1.719477
2517,1.266666,2.333333,1.066667
2520,1.039473,1.863636,0.824163
2521,1.084745,1.352941,0.2681959999999999
2522,1.0,2.64,1.6400000000000001
2532,1.02,1.317073,0.2970729999999999
2535,1.0,1.275,0.2749999999999999
2537,1.3297783763171098,1.0,-0.3297783763171098
2543,1.0,1.1875,0.1875
2544,1.0,1.0,0.0
2549,1.3297783763171098,1.0,-0.3297783763171098
2554,1.0,1.0,0.0
2559,1.3297783763171098,1.0,-0.3297783763171098
2561,1.0,1.066666,0.06666599999999989
2568,1.126237,18.461538,17.335301
2570,1.282258,2.963636,1.6813780000000003
2571,1.111111,1.785714,0.6746030000000001
2572,1.034682,12.916666,11.881984
2573,1.130252,5.469387,4.339135000000001
2574,1.020942,12.393939,11.372997
2575,1.129629,4.738095,3.6084660000000004
2576,1.039772,3.09836,2.0585880000000003
2577,1.221374,2.677419,1.456045
2578,1.291666,2.735294,1.4436280000000001
2579,1.12556,2.954022,1.8284620000000003
2580,1.029629,2.846153,1.8165240000000002
2582,1.118518,3.568181,2.449663
2583,1.078947,1.954545,0.8755979999999999
2584,1.0,1.25,0.25
2585,5.521276,150.0,144.478724
2586,1.098901,2.641025,1.542124
2588,1.0,1.294117,0.29411699999999996
2589,1.3297783763171098,2.0,0.6702216236828902
