ProdId,QuantityAVG
4096,18.092369
6936,17.166666
1747,10.007142
6959,8.844444
5204,7.982269
1974,7.560000
274,7.387096
1457,7.301923
4607,6.879227
2821,6.843313
166,6.662393
5131,6.600000
7272,6.500000
5133,6.122727
3000,6.040268
6882,6.000000
1642,5.955078
3665,5.623655
2585,5.521276
3012,5.500000
1625,5.353086
3713,5.127127
3703,5.075268
4605,5.023529
610,4.966666
425,4.791666
4187,4.722408
5636,4.647465
1082,4.511131
6029,4.491525
2008,4.345622
3444,4.246753
4225,4.219888
3889,4.215909
6428,4.151515
5623,4.000000
2797,3.912002
6315,3.904761
6847,3.880281
1282,3.875000
1583,3.854679
4885,3.847619
5477,3.825203
4949,3.806835
2121,3.778947
4815,3.723776
6636,3.714285
3301,3.705882
4934,3.704545
6438,3.692307
1166,3.682926
1567,3.591304
321,3.540446
1563,3.529411
1578,3.483870
283,3.453757
7619,3.432432
4717,3.431701
1569,3.427509
1283,3.425000
6858,3.378640
7152,3.333333
1565,3.323333
1574,3.318840
3299,3.309523
4783,3.230769
7323,3.222222
1391,3.212169
3901,3.206521
5511,3.153846
4960,3.152066
7035,3.122807
7293,3.100000
6087,3.096774
3802,3.087649
1481,3.065789
1364,3.063829
6201,3.052631
2483,3.051094
3001,3.030508
3221,3.005747
2606,3.000000
5030,3.000000
6356,3.000000
6992,3.000000
993,3.000000
3248,2.940487
4323,2.909090
4040,2.909090
5238,2.893617
633,2.875000
3662,2.837837
1368,2.826923
461,2.800000
1051,2.798507
120,2.786885
4341,2.774086
5870,2.771929
5642,2.770334
3532,2.769080
1996,2.750000
5020,2.738853
2727,2.714285
3663,2.704678
811,2.700000
612,2.665432
2629,2.655555
1055,2.583333
1954,2.564814
3614,2.557692
602,2.555555
4039,2.529411
4975,2.500000
7719,2.500000
2044,2.488479
4340,2.488265
1170,2.477611
5302,2.454545
6276,2.441176
320,2.437500
1139,2.425925
5421,2.420289
1029,2.416058
4178,2.395271
4305,2.393442
4816,2.383050
7178,2.380952
3837,2.376000
3446,2.351063
2729,2.341085
3177,2.333333
5532,2.322033
1737,2.299418
146,2.290909
2824,2.276315
3430,2.266666
5975,2.250000
319,2.245737
6116,2.236559
4961,2.227772
7632,2.217391
1057,2.216216
2948,2.215053
1847,2.214765
7299,2.200000
4777,2.200000
1322,2.193548
2137,2.183823
165,2.139784
2135,2.122977
1197,2.116666
5629,2.110576
2047,2.100000
5920,2.097744
6278,2.086956
2123,2.057692
4764,2.053571
6474,2.050000
3006,2.044326
4888,2.040760
5697,2.022727
4857,2.022650
1037,2.013192
263,2.010446
5908,2.000000
4098,2.000000
4407,2.000000
7376,2.000000
5315,2.000000
7313,2.000000
1473,2.000000
1032,2.000000
7553,2.000000
3040,2.000000
410,2.000000
7043,2.000000
5578,1.975609
4667,1.971590
440,1.969072
4570,1.964912
2059,1.947200
6077,1.936247
6924,1.932900
2153,1.924315
2991,1.924050
6751,1.921568
2728,1.919402
1317,1.916666
5384,1.916666
272,1.909090
1129,1.908256
275,1.903488
7306,1.900000
5927,1.900000
3066,1.898760
1999,1.875000
6562,1.869565
2120,1.866666
1837,1.845930
3502,1.842105
3910,1.831858
353,1.831632
288,1.824281
5749,1.812958
7311,1.800000
6600,1.800000
1493,1.796116
7362,1.787878
5980,1.777777
3292,1.767441
7327,1.763157
7588,1.750000
3091,1.741116
4697,1.723112
7215,1.722891
4193,1.720430
6759,1.709401
2391,1.707142
1196,1.698412
1486,1.694602
2235,1.692650
523,1.688841
5021,1.679406
4196,1.678102
5403,1.672765
3841,1.670534
5026,1.666666
7138,1.666666
4390,1.666666
5781,1.655737
7361,1.655172
1472,1.651612
1753,1.641379
522,1.640326
4884,1.636363
6461,1.631578
1846,1.625000
5598,1.619402
273,1.619047
3517,1.615384
5215,1.611842
1035,1.604166
4936,1.603448
4144,1.600746
7595,1.600000
5178,1.595084
3585,1.594594
3290,1.591836
3979,1.584450
1741,1.571428
6648,1.571428
5689,1.571428
7512,1.571428
2650,1.571428
3448,1.562500
6750,1.558823
6056,1.550000
4971,1.548387
7587,1.541666
1965,1.541666
4973,1.538243
1968,1.537634
6005,1.536398
3111,1.535714
3064,1.533333
3686,1.531400
2296,1.528846
5320,1.525525
642,1.525423
1506,1.522123
2926,1.515463
5977,1.508241
5691,1.500000
7308,1.500000
3356,1.500000
1244,1.500000
4602,1.500000
2925,1.500000
7462,1.500000
7545,1.500000
5916,1.500000
6097,1.500000
7625,1.500000
2390,1.493150
1262,1.487964
1527,1.481481
6277,1.478260
6837,1.475890
1428,1.474576
524,1.474308
4813,1.467889
5786,1.467741
2818,1.461340
4292,1.461147
4812,1.458128
271,1.454434
1400,1.451612
1195,1.444444
2435,1.438596
4592,1.434426
1246,1.434210
6756,1.428571
2713,1.427631
2830,1.427586
4810,1.427350
5712,1.425925
2808,1.425357
5214,1.421052
278,1.420000
6324,1.419753
2317,1.416666
2032,1.416666
5739,1.415841
1116,1.412332
4597,1.411764
6912,1.411764
6382,1.408196
5611,1.405737
4066,1.405405
2069,1.404074
1156,1.403314
5762,1.401869
6220,1.400000
1141,1.400000
1633,1.400000
7418,1.400000
1854,1.400000
7457,1.400000
5201,1.395604
254,1.385714
1056,1.384615
280,1.383040
4183,1.382084
6127,1.378378
1449,1.378151
854,1.377398
6934,1.375000
1842,1.375000
4217,1.375000
3589,1.375000
4811,1.374034
4696,1.366666
6306,1.363636
1185,1.362637
4188,1.360287
4986,1.360000
4154,1.358208
5675,1.355263
599,1.354838
7510,1.352941
5218,1.352941
5631,1.352459
3564,1.351206
5016,1.349593
1562,1.344444
5875,1.342857
460,1.341463
2781,1.341232
5321,1.339449
2131,1.338926
7189,1.336206
3068,1.335937
1115,1.333333
6254,1.333333
7402,1.333333
7263,1.333333
3814,1.333333
6316,1.328467
996,1.327944
2701,1.326445
215,1.324873
160,1.324324
6069,1.323529
6565,1.321428
3360,1.320717
2025,1.313364
4668,1.312500
145,1.311111
213,1.310344
3090,1.307692
448,1.307692
212,1.307531
4874,1.305555
583,1.302158
2292,1.301986
7511,1.300000
464,1.300000
1604,1.297619
277,1.297619
281,1.297297
1080,1.294736
4421,1.294117
2130,1.294117
6026,1.292682
2578,1.291666
1383,1.285714
549,1.285714
2035,1.285714
1007,1.284848
6724,1.283950
3536,1.283088
2570,1.282258
3180,1.281195
1490,1.281021
1162,1.275862
4065,1.275288
1381,1.274509
5672,1.272727
4219,1.272727
1706,1.270718
1160,1.269911
6241,1.269230
1059,1.268595
6590,1.267241
2517,1.266666
2996,1.264705
4211,1.264119
5654,1.263157
2133,1.261904
4620,1.261111
6970,1.260869
5794,1.258064
2731,1.257425
4155,1.256410
2988,1.256172
1447,1.254901
4981,1.251700
3573,1.250000
1835,1.250000
553,1.250000
7140,1.250000
3157,1.250000
326,1.250000
446,1.250000
5252,1.248120
5728,1.248120
3685,1.247422
1190,1.246753
6041,1.245901
5084,1.243801
5548,1.243243
5756,1.241935
1027,1.241935
853,1.241496
3560,1.239600
4657,1.239130
7167,1.238095
4589,1.237762
3013,1.237500
2039,1.237373
5633,1.235294
312,1.234957
5200,1.234939
4763,1.234285
262,1.233576
5089,1.231578
3130,1.228915
3513,1.228464
1956,1.225352
6827,1.224299
459,1.224074
6121,1.223880
147,1.222222
465,1.222222
7258,1.222222
7201,1.222222
2730,1.222222
2577,1.221374
1994,1.220994
4652,1.220588
2219,1.220588
1955,1.217603
1277,1.216666
7128,1.216666
3708,1.216000
422,1.215082
4143,1.214285
6530,1.214285
2033,1.214285
2733,1.213675
1862,1.213539
7016,1.212121
843,1.210937
5219,1.210526
472,1.208955
2373,1.208530
5254,1.208333
1512,1.206896
5088,1.206106
7466,1.205882
1193,1.204301
2304,1.203809
205,1.203488
2200,1.200000
7465,1.200000
4757,1.200000
1730,1.200000
7624,1.200000
1834,1.200000
181,1.200000
7042,1.200000
2796,1.199704
1108,1.198347
3002,1.195979
1044,1.195652
6253,1.194690
5589,1.194346
3309,1.194117
5260,1.193798
1686,1.193347
1726,1.193277
2811,1.193033
5811,1.192546
3557,1.191780
4800,1.191489
2070,1.190163
1849,1.189274
6169,1.189189
1052,1.189189
1684,1.189005
1360,1.188679
6218,1.188524
5929,1.187500
3114,1.187500
620,1.186170
1967,1.186046
1260,1.185714
1119,1.185520
3134,1.185185
4918,1.185185
581,1.184210
2817,1.182741
2635,1.182089
6624,1.181818
7406,1.181818
6376,1.181467
856,1.181415
5765,1.181286
4438,1.180000
279,1.179487
447,1.179104
2832,1.178947
2949,1.178403
457,1.176470
7693,1.176470
6133,1.175438
3289,1.175084
5507,1.174979
6323,1.174672
172,1.174291
3272,1.173913
1077,1.173913
6375,1.173410
5420,1.172839
306,1.172413
234,1.171875
4937,1.170923
4439,1.170731
4941,1.170000
3504,1.169444
4940,1.169354
2068,1.168831
1437,1.168776
4238,1.168421
5729,1.167968
5386,1.167192
4599,1.166666
5787,1.166666
5699,1.166666
1557,1.166666
5079,1.166666
3016,1.166666
1976,1.166666
5883,1.166666
6481,1.166666
1627,1.164864
5259,1.164772
159,1.164179
237,1.163793
6257,1.163265
2430,1.163194
214,1.163043
5974,1.161290
3028,1.160550
3132,1.160493
929,1.160407
4418,1.159574
403,1.159420
3115,1.159090
545,1.159090
1062,1.158415
2429,1.158319
6535,1.157894
6515,1.157894
7458,1.157894
3563,1.157517
794,1.157407
6071,1.157303
621,1.157205
5830,1.157142
2433,1.156462
5733,1.156250
7294,1.156250
4932,1.156028
2321,1.155963
420,1.155844
3537,1.155555
4346,1.155555
3323,1.155172
6297,1.154761
3159,1.154471
1461,1.154362
6004,1.153846
3896,1.152941
1958,1.151960
1438,1.151515
2608,1.150819
5945,1.150537
2641,1.150442
3182,1.150000
6057,1.150000
643,1.150000
1855,1.149466
4712,1.148148
5484,1.147058
2066,1.146551
2155,1.146341
6454,1.145454
1455,1.144796
5374,1.144504
4591,1.143589
3062,1.143564
1450,1.142857
7307,1.142857
866,1.142857
7657,1.142857
6283,1.142857
2642,1.142857
220,1.142857
1760,1.142857
7448,1.142857
6857,1.142857
1094,1.142857
2819,1.142276
5241,1.142156
1463,1.141112
2626,1.140625
1399,1.140495
229,1.140000
4856,1.139705
4152,1.139240
4703,1.139240
1168,1.138888
5730,1.137931
5656,1.137931
1469,1.137681
2951,1.137546
1513,1.137055
2322,1.137037
4766,1.137032
6159,1.136842
4224,1.136752
817,1.136690
4304,1.136363
5256,1.135593
2146,1.135464
3544,1.134615
4425,1.134529
1205,1.134408
3565,1.133971
3907,1.133561
4436,1.133333
7159,1.133333
6483,1.132450
1259,1.132295
5909,1.132075
3900,1.131578
3543,1.130434
5086,1.130434
6148,1.130434
2573,1.130252
1685,1.130136
1063,1.129870
2575,1.129629
2990,1.128526
846,1.128440
1887,1.128205
441,1.128205
2602,1.128205
7537,1.127659
4435,1.127118
3240,1.126984
5360,1.126760
5293,1.126637
2989,1.126436
2568,1.126237
1390,1.125954
2579,1.125560
3189,1.125423
6684,1.125000
1742,1.125000
6801,1.125000
3366,1.125000
2037,1.125000
5767,1.125000
5533,1.125000
2172,1.125000
2636,1.123809
118,1.123711
240,1.123376
471,1.123015
3063,1.121621
3237,1.121359
648,1.120879
1868,1.120503
4917,1.120481
7447,1.120000
7621,1.120000
788,1.119891
550,1.119402
3368,1.119402
4420,1.118750
4303,1.118598
2582,1.118518
1763,1.118518
1199,1.117647
3271,1.117647
3125,1.117647
5988,1.117647
3270,1.117647
2476,1.117346
4869,1.116928
1559,1.116713
1731,1.116666
1186,1.116564
1177,1.116385
3882,1.116279
6168,1.115789
3060,1.115702
6938,1.115384
1886,1.114406
2693,1.114285
3113,1.114285
2110,1.112600
1517,1.112426
3087,1.112195
888,1.111876
1888,1.111764
1172,1.111405
7125,1.111111
2571,1.111111
3129,1.111111
6700,1.111111
7519,1.111111
1880,1.111111
529,1.110671
2820,1.110320
2987,1.110000
1881,1.109090
3178,1.108433
7314,1.108433
113,1.108247
4389,1.108108
2936,1.107981
4433,1.107843
4935,1.107692
4895,1.107476
2370,1.106508
5504,1.106382
2173,1.106382
308,1.106365
2931,1.106235
260,1.105710
4969,1.105550
426,1.105263
2946,1.105263
2176,1.104986
1840,1.104693
1839,1.104651
6871,1.104651
1943,1.104395
4619,1.104166
4442,1.104166
547,1.104166
2437,1.103139
2831,1.102803
6862,1.102564
4686,1.102564
4762,1.102564
4447,1.102564
1966,1.102272
266,1.102051
4887,1.101851
4786,1.101694
3558,1.101449
367,1.101010
4432,1.100671
5894,1.100000
1300,1.100000
