ProdId,QuantityAVG
3585,4.666666
7137,4.666666
7050,4.666666
1695,4.660714
5762,4.657142
6375,4.636363
320,4.625000
5472,4.625000
647,4.616438
5980,4.600000
7509,4.600000
2476,4.600000
4909,4.552631
4764,4.551282
2624,4.533333
6159,4.520833
3504,4.515463
4716,4.512396
2830,4.500000
5739,4.500000
5975,4.500000
1742,4.500000
5386,4.488636
5578,4.476190
2070,4.464285
2987,4.461538
3068,4.461538
7362,4.428571
5828,4.420454
159,4.416666
1686,4.413533
1185,4.402298
7275,4.400000
5755,4.400000
7214,4.400000
5211,4.400000
4431,4.387096
6929,4.384615
4302,4.371794
2931,4.366071
7302,4.363636
160,4.363636
1731,4.350000
3014,4.337662
7177,4.333333
1346,4.333333
5954,4.333333
1470,4.327586
1390,4.323943
437,4.323076
3302,4.307692
3517,4.285714
3013,4.277777
6565,4.272727
7614,4.250000
6483,4.238095
599,4.227272
1046,4.225806
2023,4.225806
1994,4.207547
1596,4.201388
4589,4.200000
3815,4.188118
2731,4.187500
1956,4.176470
1172,4.166666
3535,4.143712
1680,4.142857
2942,4.117647
6800,4.114285
6241,4.111111
3303,4.103658
4963,4.094674
1762,4.089743
215,4.089552
4812,4.080000
2929,4.057377
6624,4.038461
259,4.031250
1968,4.025641
3578,4.014184
214,4.000000
7201,4.000000
7372,4.000000
1473,4.000000
7517,4.000000
7623,4.000000
7609,4.000000
1171,3.983606
5509,3.966666
5948,3.965517
4664,3.956896
1855,3.954022
3698,3.950000
4469,3.949152
420,3.930555
1108,3.923076
3254,3.914634
4665,3.913461
1210,3.908108
3362,3.904761
1370,3.894117
4940,3.883116
1765,3.870967
223,3.857142
3565,3.854838
6871,3.840000
272,3.833333
1381,3.826923
4705,3.823529
7123,3.820512
2645,3.820512
2110,3.812500
2819,3.810810
1743,3.806722
4435,3.805555
1721,3.790849
5277,3.786666
1121,3.784946
1211,3.780487
7237,3.777777
5781,3.777777
4090,3.774011
404,3.769230
6403,3.755102
6306,3.750000
474,3.731707
4154,3.730769
5786,3.730769
4971,3.720430
7296,3.714285
6184,3.714285
4677,3.709677
2727,3.705882
6461,3.703703
2781,3.700000
5094,3.693069
3801,3.687500
4763,3.677419
899,3.666666
3117,3.661016
6515,3.656250
2832,3.656250
6750,3.647058
4932,3.641304
995,3.639097
3114,3.636363
5699,3.631578
6243,3.628571
2990,3.627450
3910,3.627118
1392,3.623762
6324,3.617647
6451,3.612903
1495,3.611940
3237,3.606060
6422,3.604938
234,3.604651
7044,3.600000
3502,3.600000
6498,3.600000
545,3.597938
5128,3.597014
5252,3.595744
2951,3.584269
2582,3.568181
6562,3.560000
5795,3.558823
2988,3.550847
1437,3.548780
1746,3.542168
1594,3.529411
3113,3.529411
583,3.529411
2932,3.524752
457,3.520000
1630,3.517441
1758,3.508474
1174,3.507246
1759,3.500000
5944,3.500000
5183,3.500000
2925,3.500000
3177,3.500000
6220,3.500000
3182,3.475409
787,3.472727
2391,3.464788
642,3.464285
2322,3.461538
3178,3.454545
3356,3.450000
1629,3.428571
5656,3.428571
1838,3.425373
3080,3.423423
6517,3.416666
5293,3.413333
1763,3.413043
173,3.412500
1726,3.409090
3131,3.400000
6941,3.391304
1849,3.389380
1192,3.382978
2609,3.379310
1494,3.375000
3019,3.363636
2133,3.363636
1060,3.362318
6449,3.357142
5504,3.352941
6026,3.352941
793,3.350000
472,3.346153
366,3.346153
1158,3.344444
1193,3.342857
6253,3.341463
7462,3.333333
3134,3.333333
794,3.325000
1259,3.322222
5564,3.319672
3563,3.313333
625,3.306930
475,3.300000
4213,3.294117
3607,3.286821
361,3.285714
4420,3.285714
231,3.281553
2608,3.279279
6208,3.279069
5557,3.272727
172,3.272189
2224,3.269230
2937,3.260869
4368,3.252747
5234,3.250000
1430,3.250000
2435,3.250000
1206,3.250000
6934,3.250000
3913,3.241379
828,3.231343
7587,3.230769
6062,3.230769
306,3.223684
4652,3.222222
5082,3.210526
2221,3.210526
4813,3.207547
2732,3.206896
1799,3.200000
7512,3.200000
6056,3.200000
1056,3.200000
4591,3.191780
4668,3.181818
843,3.176470
6069,3.172413
6657,3.153846
7536,3.142857
546,3.137254
5943,3.136363
817,3.134615
5079,3.130434
5695,3.129032
2433,3.122807
1764,3.113043
4152,3.112903
476,3.111111
931,3.103448
621,3.100000
2576,3.098360
4380,3.089947
4352,3.088888
4850,3.087719
3289,3.086956
471,3.084210
2484,3.080357
1175,3.080000
2996,3.071428
1461,3.066666
3593,3.064516
7314,3.064516
464,3.059322
4288,3.058823
365,3.056074
544,3.054794
5903,3.051282
4066,3.037037
5212,3.030303
4856,3.020000
262,3.018181
4426,3.013888
4895,3.012500
424,3.011494
7417,3.000000
7746,3.000000
410,3.000000
5768,3.000000
7666,3.000000
7274,3.000000
7265,3.000000
5883,3.000000
7042,3.000000
6057,3.000000
7540,3.000000
842,3.000000
3040,3.000000
7653,3.000000
7662,3.000000
6133,3.000000
6992,3.000000
3900,3.000000
419,3.000000
7043,3.000000
5767,3.000000
7138,3.000000
417,3.000000
7545,3.000000
446,3.000000
6048,3.000000
6254,3.000000
448,3.000000
5719,3.000000
5927,3.000000
6097,3.000000
7688,3.000000
7511,3.000000
7299,3.000000
5730,2.987500
1966,2.970149
5889,2.967741
1627,2.966216
426,2.965517
2570,2.963636
1691,2.961538
279,2.959183
2579,2.954022
6168,2.947368
4962,2.946236
4656,2.942857
2303,2.941747
1160,2.940000
3410,2.936507
1736,2.931818
846,2.931818
4039,2.928571
2032,2.923076
2634,2.921568
2714,2.920000
3183,2.915254
3982,2.911764
455,2.906250
6525,2.904761
1454,2.903846
5830,2.903225
3513,2.896551
1562,2.891304
3906,2.888888
799,2.885714
1077,2.877049
2134,2.876543
869,2.870370
798,2.869565
7025,2.866666
812,2.863636
632,2.859154
6034,2.857142
2580,2.846153
5929,2.846153
5060,2.829787
6041,2.827586
3712,2.825503
3296,2.824561
1958,2.823529
1469,2.821428
2516,2.812500
4229,2.807228
6395,2.805555
1058,2.800000
5240,2.798076
5894,2.789473
2685,2.783783
4913,2.781250
6535,2.777777
4425,2.763440
2631,2.763157
364,2.762376
3353,2.757575
6715,2.750000
5241,2.746987
5909,2.739130
1168,2.739130
2578,2.735294
4941,2.733333
6158,2.729166
3708,2.724137
1187,2.717171
7258,2.714285
1190,2.714285
5457,2.704347
278,2.703703
3062,2.702380
6812,2.694444
2173,2.690476
2577,2.677419
1976,2.671875
3557,2.671641
240,2.671641
233,2.670000
6021,2.666666
4441,2.666666
5359,2.666666
2784,2.666666
1359,2.666666
4376,2.666666
4671,2.666666
5928,2.666666
2630,2.663043
5264,2.657894
1965,2.655172
5945,2.651162
4810,2.646153
5707,2.642857
1971,2.641304
2586,2.641025
2522,2.640000
1061,2.638888
6949,2.636363
6259,2.636363
277,2.627906
5083,2.626262
358,2.625000
2431,2.625000
2155,2.621621
3816,2.619565
997,2.613445
4925,2.608695
4539,2.608247
1760,2.600000
4450,2.594202
1468,2.594202
6073,2.589041
5733,2.586666
4224,2.581818
3115,2.581560
4619,2.581395
3116,2.576923
2313,2.573529
6530,2.571428
1429,2.558441
3537,2.547619
605,2.547368
5360,2.545454
3824,2.536912
1447,2.528301
2641,2.528301
581,2.512820
1499,2.506666
3087,2.505376
4176,2.503546
4390,2.500000
7720,2.500000
6826,2.500000
6339,2.500000
645,2.500000
6413,2.500000
6411,2.500000
3969,2.500000
7458,2.500000
4975,2.500000
1277,2.500000
6813,2.500000
5854,2.500000
3655,2.490196
1748,2.488372
447,2.485714
3584,2.481481
4998,2.478260
6000,2.476190
4070,2.472222
7424,2.470588
1431,2.468085
1162,2.466666
1506,2.465753
1687,2.458333
4847,2.457142
1027,2.453125
6017,2.447368
1604,2.446808
6047,2.444444
4660,2.437500
4686,2.435582
6583,2.434782
1882,2.432432
3189,2.429629
6300,2.425000
6744,2.421052
2926,2.419354
2227,2.410958
6252,2.400000
281,2.400000
1400,2.400000
6470,2.400000
5080,2.388888
5649,2.386363
2642,2.380952
1115,2.379310
3544,2.377777
6905,2.375000
1455,2.372727
6394,2.363636
2290,2.353658
6102,2.352941
5275,2.351063
3118,2.348837
5088,2.347826
5260,2.347826
1035,2.333333
5346,2.333333
7719,2.333333
4230,2.333333
359,2.333333
2517,2.333333
5731,2.333333
6356,2.333333
4967,2.333333
3355,2.333333
7085,2.333333
1344,2.329411
4089,2.325203
2245,2.325000
6962,2.324324
5355,2.323076
1889,2.320512
6970,2.320000
6169,2.318181
5193,2.317073
5782,2.312500
4922,2.311688
2175,2.309090
1039,2.308641
5191,2.307692
5221,2.303797
5648,2.300000
3888,2.296551
2066,2.293103
4439,2.291666
2921,2.286713
5192,2.280701
6703,2.280000
1450,2.277777
3706,2.277777
1428,2.275000
5715,2.270270
1646,2.266666
2219,2.263157
3882,2.261904
5024,2.261904
5253,2.260869
4237,2.259259
3159,2.257575
4064,2.254901
3112,2.253333
1515,2.252427
5763,2.250000
3448,2.250000
1741,2.250000
6916,2.250000
7528,2.250000
2787,2.245901
2140,2.244444
790,2.237623
134,2.235955
1451,2.234042
7167,2.230769
1943,2.228260
620,2.228260
1690,2.225806
549,2.222222
3119,2.215384
7260,2.210526
6203,2.200000
6369,2.200000
7311,2.200000
4712,2.200000
3125,2.200000
7622,2.200000
3589,2.200000
1887,2.195121
1424,2.193548
635,2.193181
6163,2.187500
1186,2.186046
4175,2.182692
2734,2.178571
4590,2.175675
4429,2.173913
145,2.172413
5251,2.170212
6127,2.166666
7516,2.166666
3229,2.162162
1950,2.150000
4653,2.148936
5236,2.148148
3235,2.142857
7406,2.142857
7639,2.142857
2612,2.142857
466,2.137500
6153,2.136363
3944,2.134328
2317,2.133333
2004,2.133333
814,2.131868
5268,2.130952
2485,2.130952
4917,2.127659
4433,2.127272
6362,2.125000
5893,2.125000
7282,2.117647
4359,2.117647
1205,2.108910
7016,2.105263
3981,2.103448
1513,2.101851
6775,2.095238
2989,2.092783
2036,2.090909
6004,2.090909
3364,2.089285
6212,2.083333
6893,2.076923
5373,2.076923
3323,2.075757
5177,2.074074
4447,2.069767
5555,2.068965
4438,2.068965
3132,2.065217
813,2.064220
5086,2.062500
4654,2.057971
3259,2.048780
7466,2.047619
3980,2.045454
2068,2.045454
4987,2.044776
2892,2.043478
3308,2.042553
237,2.042253
1854,2.038461
1880,2.037037
4935,2.028571
4687,2.024793
4988,2.024096
3690,2.023255
3298,2.018181
1345,2.010000
6638,2.000000
7694,2.000000
7631,2.000000
830,2.000000
538,2.000000
2432,2.000000
5913,2.000000
1522,2.000000
4407,2.000000
5189,2.000000
7508,2.000000
7198,2.000000
2037,2.000000
4602,2.000000
5154,2.000000
1593,2.000000
5910,2.000000
2512,2.000000
7734,2.000000
3266,2.000000
7250,2.000000
326,2.000000
7519,2.000000
7554,2.000000
7313,2.000000
5716,2.000000
2321,2.000000
2113,2.000000
2033,2.000000
4208,2.000000
6933,2.000000
4214,2.000000
5688,2.000000
1512,2.000000
5911,2.000000
4603,2.000000
1317,2.000000
1191,2.000000
2179,2.000000
5914,2.000000
1123,2.000000
5992,2.000000
7612,2.000000
6267,2.000000
7552,2.000000
2589,2.000000
7553,2.000000
6671,2.000000
7355,2.000000
5912,2.000000
3225,2.000000
7247,2.000000
7599,2.000000
7678,2.000000
6648,2.000000
7263,2.000000
3064,2.000000
7140,2.000000
7217,2.000000
871,2.000000
7601,2.000000
5728,1.988636
2985,1.984000
170,1.981481
4372,1.971428
6145,1.968750
3224,1.965517
1798,1.965116
255,1.964285
1199,1.964285
5984,1.961538
2095,1.957142
6149,1.956521
113,1.956521
4375,1.956521
1696,1.954545
2583,1.954545
3155,1.954545
2067,1.954545
3157,1.952380
1004,1.949494
5256,1.945945
3977,1.945205
6777,1.937500
4370,1.931034
4346,1.931034
3790,1.928571
1452,1.924242
6862,1.916666
7136,1.916666
4918,1.912280
1725,1.908163
3606,1.905660
3067,1.904761
868,1.894736
4651,1.893333
6701,1.888888
229,1.888888
4311,1.888888
4907,1.886363
3970,1.886363
3512,1.886363
4470,1.884057
1188,1.881578
1196,1.881355
1399,1.878378
1734,1.878048
6938,1.875000
1374,1.875000
7418,1.875000
4143,1.875000
2520,1.863636
3847,1.862068
5798,1.857142
6961,1.857142
2740,1.857142
553,1.857142
1063,1.852631
2868,1.851851
3060,1.851351
4418,1.847457
4944,1.846153
4703,1.843137
441,1.840000
2252,1.836065
1341,1.835443
6281,1.833333
1141,1.833333
5924,1.833333
4688,1.833333
6915,1.833333
2831,1.830769
5675,1.827586
876,1.826086
2116,1.822222
450,1.821428
1062,1.820895
2707,1.818181
3612,1.818181
1396,1.816666
3130,1.816666
4406,1.816326
1517,1.811320
2035,1.800000
5026,1.800000
6677,1.800000
5273,1.800000
2757,1.800000
7168,1.800000
4091,1.797297
4858,1.791666
4449,1.790697
5639,1.787878
2007,1.787234
2571,1.785714
3270,1.785714
4432,1.781250
265,1.780821
2867,1.779411
4674,1.777777
6283,1.777777
6745,1.777777
4374,1.777777
550,1.777777
1383,1.774193
5588,1.771428
3638,1.771428
3943,1.765625
346,1.761904
3626,1.761363
4343,1.760869
4658,1.760000
5722,1.758620
2866,1.756097
221,1.755555
344,1.750000
2860,1.750000
900,1.750000
2034,1.750000
5586,1.750000
6167,1.750000
4408,1.750000
3978,1.750000
6786,1.750000
7450,1.750000
436,1.743589
1281,1.739130
1380,1.733333
4786,1.731707
4168,1.729729
5267,1.729729
1624,1.729166
3799,1.728813
3777,1.728395
795,1.724137
7402,1.722222
1373,1.720588
4217,1.714285
5710,1.709677
470,1.704545
2626,1.704545
2636,1.704225
4464,1.703703
3798,1.702127
4887,1.700000
5354,1.700000
5548,1.700000
1802,1.696969
434,1.693877
6700,1.692307
6183,1.692307
3271,1.692307
4373,1.689655
2065,1.688172
6458,1.684210
5230,1.681818
4896,1.680000
2437,1.673333
3704,1.672413
5916,1.666666
4972,1.666666
5195,1.666666
454,1.666666
2197,1.666666
1857,1.666666
3120,1.659574
235,1.658536
1881,1.658536
1496,1.655737
4762,1.654545
349,1.651515
753,1.650000
4696,1.645161
4437,1.642857
1298,1.638888
2835,1.636363
2893,1.627118
6575,1.625000
2602,1.620689
1848,1.619718
7471,1.615384
1148,1.615384
1284,1.612903
1720,1.612500
152,1.612244
7434,1.611111
7234,1.611111
6758,1.611111
2428,1.608695
1049,1.606060
4681,1.605769
2887,1.600000
7011,1.600000
6596,1.600000
6578,1.600000
4170,1.600000
220,1.600000
4901,1.598130
1043,1.597222
3234,1.594202
2693,1.592592
5971,1.590909
648,1.590909
1839,1.587301
6355,1.583333
3705,1.577777
3848,1.577586
4389,1.571428
6112,1.571428
7125,1.571428
5654,1.571428
6151,1.571428
432,1.571428
6114,1.562500
615,1.561403
1033,1.560000
7294,1.560000
201,1.555555
6327,1.555555
147,1.555555
5484,1.555555
2719,1.555555
1949,1.550000
2786,1.550000
644,1.549295
3558,1.549019
3611,1.545454
7518,1.545454
4618,1.545454
4853,1.543478
2172,1.542168
2256,1.541666
218,1.541666
3256,1.538461
100,1.538461
2998,1.533333
2096,1.531250
452,1.531250
4874,1.529411
1792,1.524590
3649,1.523809
1361,1.523076
2936,1.517241
4613,1.506849
7032,1.500000
1286,1.500000
6459,1.500000
7667,1.500000
4701,1.500000
333,1.500000
5337,1.500000
6857,1.500000
7246,1.500000
7169,1.500000
421,1.500000
2001,1.500000
4695,1.500000
3129,1.500000
4902,1.500000
7006,1.500000
6526,1.500000
3257,1.500000
7416,1.500000
2375,1.500000
7657,1.500000
7611,1.500000
5315,1.500000
3621,1.500000
4611,1.500000
816,1.490384
3661,1.489583
136,1.486111
3133,1.483870
3363,1.481818
3912,1.480000
1635,1.479166
4670,1.478260
1360,1.477272
7038,1.476190
1597,1.475000
3947,1.472222
2389,1.472222
2865,1.470588
3126,1.466666
4234,1.466666
250,1.466666
2683,1.459459
3695,1.457142
2196,1.454545
1995,1.453125
643,1.452631
4597,1.444444
5278,1.444444
2676,1.444444
1835,1.444444
3427,1.444444
1195,1.444444
2434,1.444444
796,1.434782
148,1.427184
403,1.425925
1377,1.421052
3822,1.419354
1476,1.417582
1389,1.415094
5726,1.410256
5850,1.407407
187,1.400000
7200,1.400000
6573,1.400000
181,1.400000
1960,1.400000
7210,1.400000
7465,1.400000
5055,1.400000
4794,1.400000
7419,1.400000
1638,1.396226
1048,1.395348
1300,1.393939
3063,1.393442
3674,1.391304
3696,1.388888
4436,1.384615
6199,1.384615
4673,1.384615
2802,1.380952
1094,1.380952
1520,1.378787
6684,1.375000
5050,1.375000
1780,1.372093
4986,1.370370
1859,1.370370
4409,1.368421
6856,1.368421
7221,1.368421
1975,1.366972
1111,1.363636
3358,1.363636
5276,1.358974
3936,1.357142
2697,1.357142
2299,1.357142
5653,1.357142
626,1.357142
6780,1.357142
3168,1.355555
2521,1.352941
1385,1.352941
5766,1.352941
4718,1.350649
3431,1.350000
4657,1.350000
6455,1.341463
4364,1.339622
4990,1.338709
253,1.337837
5188,1.333333
5022,1.333333
1834,1.333333
2861,1.333333
367,1.333333
2803,1.333333
7443,1.333333
7549,1.333333
4689,1.333333
3571,1.333333
6202,1.333333
5409,1.333333
1557,1.333333
1846,1.333333
6778,1.333333
747,1.333333
4354,1.329411
3300,1.324324
4155,1.324324
345,1.324324
7124,1.323529
1614,1.321428
4442,1.318181
2532,1.317073
1967,1.317073
4927,1.314285
4889,1.314285
1727,1.311475
3324,1.310344
6931,1.307692
7216,1.307692
5356,1.305084
4626,1.301886
4571,1.300970
5810,1.300000
7257,1.300000
1842,1.300000
609,1.298507
6721,1.294117
2588,1.294117
493,1.294117
5840,1.294117
5794,1.290322
1104,1.289473
4614,1.288135
2284,1.285714
2598,1.285714
3239,1.285714
3814,1.285714
7523,1.285714
3240,1.280701
4462,1.280000
4059,1.279069
2535,1.275000
4058,1.272727
537,1.272727
4800,1.272727
4219,1.272727
4356,1.272727
833,1.272727
2986,1.270270
1478,1.270270
5254,1.269230
4715,1.266666
6801,1.266666
1147,1.264150
2834,1.260869
4669,1.259259
1426,1.259259
3656,1.258064
121,1.258064
3295,1.252427
2136,1.250000
5004,1.250000
106,1.250000
7469,1.250000
2443,1.250000
6410,1.250000
2686,1.250000
1438,1.250000
6019,1.250000
477,1.250000
442,1.250000
2584,1.250000
7633,1.250000
2633,1.250000
3174,1.250000
1369,1.246153
3368,1.241935
6418,1.241379
4386,1.240384
6416,1.240310
5338,1.240000
3543,1.238095
4422,1.236363
3986,1.235294
6848,1.235294
2844,1.233333
1378,1.231884
7413,1.230769
4285,1.230769
3330,1.228571
3800,1.227272
4468,1.227272
4863,1.225806
4663,1.225806
7348,1.225000
6006,1.222222
2946,1.222222
2869,1.222222
1464,1.222222
6456,1.222222
4216,1.222222
1301,1.222222
2730,1.222222
6491,1.222222
925,1.220779
636,1.218750
264,1.217391
5085,1.214285
6717,1.214285
2891,1.214285
6152,1.210526
918,1.209302
1626,1.209090
3272,1.208333
1962,1.208333
3630,1.206896
6131,1.206896
3575,1.203125
6531,1.200000
5533,1.200000
5237,1.200000
1439,1.200000
6493,1.200000
4914,1.200000
2285,1.200000
3090,1.200000
4661,1.200000
1415,1.200000
1856,1.200000
1034,1.193548
3666,1.191011
4327,1.190476
4802,1.189189
2246,1.187500
5856,1.187500
3366,1.187500
2543,1.187500
7243,1.187500
4675,1.186046
7420,1.181818
4726,1.181818
6397,1.181818
2200,1.181818
735,1.181818
3692,1.181818
2244,1.180555
348,1.179104
4304,1.177777
3123,1.177777
3276,1.176470
5335,1.176470
3429,1.176470
3864,1.171428
616,1.170731
2703,1.169230
1730,1.166666
7606,1.166666
778,1.166666
5736,1.166666
7218,1.166666
5704,1.166666
5369,1.166666
4087,1.163265
3605,1.160714
6321,1.160000
140,1.160000
3697,1.160000
6417,1.160000
5988,1.157894
4601,1.157894
1964,1.156250
7423,1.153846
443,1.153846
1978,1.151515
1200,1.151515
445,1.151515
4849,1.150000
